-0.150469	0
-0.149531	0
-0.148594	0
-0.147656	0
-0.146719	0
-0.145781	0
-0.144844	0
-0.143906	0
-0.142969	0
-0.142031	0
-0.141094	0
-0.140156	0
-0.139219	0
-0.138281	0
-0.137344	0
-0.136406	0
-0.135469	0
-0.134531	0
-0.133594	0
-0.132656	0
-0.131719	0
-0.130781	0
-0.129844	0
-0.128906	0
-0.127969	0
-0.127031	0
-0.126094	0
-0.125156	0
-0.124219	0
-0.123281	0
-0.122344	0
-0.121406	0
-0.120469	0
-0.119531	0
-0.118594	0
-0.117656	0
-0.116719	0
-0.115781	0
-0.114844	0
-0.113906	0
-0.112969	0
-0.112031	0
-0.111094	0
-0.110156	0
-0.109219	0
-0.108281	0
-0.107344	0
-0.106406	0
-0.105469	0
-0.104531	0
-0.103594	0
-0.102656	0
-0.101719	0
-0.100781	0
-0.0998437	0
-0.0989062	0
-0.0979687	0
-0.0970312	0
-0.0960937	0
-0.0951562	0
-0.0942187	0
-0.0932812	0
-0.0923437	0
-0.0914062	0
-0.0904688	0
-0.0895312	0
-0.0885937	0
-0.0876562	0
-0.0867187	0
-0.0857812	0
-0.0848437	0
-0.0839062	0
-0.0829687	0
-0.0820312	0
-0.0810937	0
-0.0801562	0
-0.0792187	0
-0.0782812	0
-0.0773437	0
-0.0764062	0
-0.0754687	0
-0.0745312	0
-0.0735937	0
-0.0726562	0
-0.0717187	0
-0.0707812	0
-0.0698437	0
-0.0689062	0
-0.0679687	0
-0.0670313	0
-0.0660937	0
-0.0651562	0
-0.0642187	0
-0.0632812	0
-0.0623437	0
-0.0614063	0
-0.0604687	0
-0.0595313	0
-0.0585938	0
-0.0576562	0
-0.0567188	0
-0.0557812	0
-0.0548438	0
-0.0539062	0
-0.0529688	0
-0.0520312	0
-0.0510938	0
-0.0501563	0
-0.0492187	0
-0.0482813	0
-0.0473437	0
-0.0464063	0
-0.0454687	0
-0.0445313	0
-0.0435938	0
-0.0426562	0
-0.0417188	0
-0.0407812	0
-0.0398438	0
-0.0389062	0
-0.0379688	0
-0.0370313	0
-0.0360938	0
-0.0351563	0
-0.0342187	0
-0.0332813	0
-0.0323437	0
-0.0314063	0
-0.0304687	0
-0.0295312	0
-0.0285938	0
-0.0276562	0
-0.0267188	0
-0.0257812	0
-0.0248438	0
-0.0239063	0
-0.0229687	0
-0.0220312	0
-0.0210938	0
-0.0201563	0
-0.0192187	0
-0.0182812	0
-0.0173438	0
-0.0164063	0
-0.0154687	0
-0.0145312	0
-0.0135938	0
-0.0126562	0
-0.0117187	0
-0.0107813	0
-0.00984375	0
-0.00890625	0
-0.00796875	0
-0.00703125	0
-0.00609375	0
-0.00515625	0
-0.00421875	0
-0.00328125	0
-0.00234375	0
-0.00140625	0
-0.00046875	0
0.00046875	1.04263e+06
0.00140625	1.01928e+06
0.00234375	996970
0.00328125	976851
0.00421875	956275
0.00515625	933066
0.00609375	913794
0.00703125	891811
0.00796875	872891
0.00890625	851991
0.00984375	832488
0.0107813	812683
0.0117188	793903
0.0126562	775368
0.0135937	757511
0.0145313	738331
0.0154687	721894
0.0164062	703631
0.0173438	686147
0.0182813	669781
0.0192187	654676
0.0201562	638483
0.0210938	625124
0.0220313	610783
0.0229687	595591
0.0239063	581363
0.0248438	567368
0.0257812	554550
0.0267187	542165
0.0276563	529115
0.0285938	517124
0.0295312	504746
0.0304687	492418
0.0314063	481603
0.0323437	470640
0.0332812	460681
0.0342187	448680
0.0351563	437771
0.0360937	428114
0.0370312	419410
0.0379688	408915
0.0389062	400314
0.0398437	388841
0.0407812	382157
0.0417188	371552
0.0426562	364170
0.0435937	354493
0.0445313	347701
0.0454688	338879
0.0464062	331670
0.0473437	322766
0.0482813	317005
0.0492187	308917
0.0501562	301127
0.0510938	293077
0.0520313	288071
0.0529687	282235
0.0539062	274531
0.0548438	269486
0.0557812	261994
0.0567187	256491
0.0576562	251335
0.0585938	245073
0.0595312	238621
0.0604687	234668
0.0614063	229052
0.0623437	223003
0.0632812	218619
0.0642188	212355
0.0651563	208677
0.0660937	202818
0.0670313	198805
0.0679688	194106
0.0689062	189851
0.0698437	185319
0.0707813	181522
0.0717188	177320
0.0726562	173041
0.0735937	169619
0.0745313	166200
0.0754687	162031
0.0764062	157434
0.0773438	153418
0.0782813	151334
0.0792187	147127
0.0801562	144367
0.0810938	141230
0.0820313	137603
0.0829687	134484
0.0839063	131765
0.0848438	128764
0.0857812	126356
0.0867187	122901
0.0876563	120471
0.0885938	117416
0.0895312	115582
0.0904688	111984
0.0914063	109973
0.0923437	107319
0.0932812	104156
0.0942188	102639
0.0951563	99705
0.0960937	97644
0.0970312	95748
0.0979688	93661
0.0989062	91483
0.0998437	89006
0.100781	87065
0.101719	85689
0.102656	83999
0.103594	81750
0.104531	79750
0.105469	78294
0.106406	76600
0.107344	74507
0.108281	73196
0.109219	71233
0.110156	69945
0.111094	67655
0.112031	66780
0.112969	65638
0.113906	63792
0.114844	62813
0.115781	61078
0.116719	59635
0.117656	58277
0.118594	56984
0.119531	56214
0.120469	54638
0.121406	53659
0.122344	52428
0.123281	50982
0.124219	50028
0.125156	49181
0.126094	47546
0.127031	46418
0.127969	45887
0.128906	44512
0.129844	43829
0.130781	43006
0.131719	41853
0.132656	40963
0.133594	40080
0.134531	39106
0.135469	38380
0.136406	37479
0.137344	36648
0.138281	35926
0.139219	35180
0.140156	34052
0.141094	33632
0.142031	32917
0.142969	32014
0.143906	31262
0.144844	30605
0.145781	30391
0.146719	29601
0.147656	28700
0.148594	27942
0.149531	27920
0.150469	26986
0.151406	26379
0.152344	25870
0.153281	25238
0.154219	24580
0.155156	24207
0.156094	23728
0.157031	22923
0.157969	22538
0.158906	22180
0.159844	21588
0.160781	21188
0.161719	20623
0.162656	20087
0.163594	19811
0.164531	19169
0.165469	19019
0.166406	18566
0.167344	18309
0.168281	17734
0.169219	17309
0.170156	16883
0.171094	16626
0.172031	16454
0.172969	15999
0.173906	15665
0.174844	15199
0.175781	14875
0.176719	14543
0.177656	14185
0.178594	13962
0.179531	13752
0.180469	13278
0.181406	12963
